selectat toate restaurantele,2022-05-18 18:27:07.715,
selectat toate restaurantele,2022-05-18 18:27:58.866,
sortat comenzi,2022-05-18 18:35:07.749,
sortat comenzi,2022-05-18 19:19:54.969,
selectat comenzi,2022-05-25 22:38:21.76,
selectat toate restaurantele,2022-05-25 22:49:37.495,
selectat comenzi,2022-05-25 22:57:56.691,
adugat o comanda,2022-05-25 22:58:13.491,
adaugat restaurant,2022-05-25 23:08:35.243,
selectat toate restaurantele,2022-05-25 23:08:38.293,
